Articulo_ID,CUI,Fecha_Publicacion_Articulo,Titulo_Articulo,Descripcion_Articulo,Medio,URL_Acortada,Pais_Origen_Articulo,Cod_Continente,Idioma,Categoria_tematica,Relevancia_Mencion,Frecuencia_Mencion,Impacto_Articulo,Keywords,Clasificacion_Sust_Estup_Decomisada,Tipo_Sus_Estup_Decomisada,Cant_Sust_Estup_Sintetica_incautada,Unidad,Fueza_interviniente,Ubicacion_Secuestro,Region,Sub region,Pais,Provincia,Distrito,Alfa_2,ISO_3166_2,Geo_Pais,Geo_Prov,Geo_Distrito,Fecha,Dia,Semana,Quincena,Mes_Largo,Trimestre,Año
,A239,22/05/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,7,Viales,,,,,,,,,,"-8.843614, -52.200865","-29.470841, -53.254855","-29.671914, -51.058911",22/05/2025,22,4,2,Mayo,T2,2025
A0000240,A240,23/05/2025,"Dos narcotraficantes caen con 4,6 kilos de ketamina en control de Cuya",Tenían organización criminal para transportar droga desde Perú hacia territorio nacional.,www.soychile.cl,https://tinyurl.com/ymwxktxs,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Organizacion Criminal Transnacional, Peru, Complejo Fronterizo Chacalluta, Control Carretero, Can Detector",Anestesico disociativo,Ketamina,"4,6",KG,Brigada Antinarcóticos,Cuya,America,America del Sur,Chile,Arica,Cuya,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-18.352200, -70.094038","-19.161171, -70.179257",23/05/2025,23,4,2,Mayo,T2,2025
A0000241,A241,24/05/2025,Policía Nacional detuvo a joven por tener 4 tipos de drogas,"Un joven de 23 años fue detenido en Riobamba por la Policía Nacional por tener 4 tipos de drogas: marihuana, pasta base, clorhidrato de cocaína y LSD.",www.laprensa.com.ec,https://tinyurl.com/3xm3stfb,Ecuador,SA,ES,Incidente,Alta,Media,Medio,"LSD, Marihuana, Cocaina, Pasta Base, Microtrafico",Alucinogeno,LSD,"0,0005",KG,Policia Nacional,Riobamba,America,America del Sur,Ecuador,Chimborazo,Riobamba,EC,ISO 3166-2:EC,"-1.661838, -78.627508","-1.587241, -78.786819","-1.666767, -78.660766",24/05/2025,24,4,2,Mayo,T2,2025
A0000242,A242,24/05/2025,"Incautados más de 3.000 gramos de estupefacientes y material utilizado para su dosificación y distribución, en Santa Marta",,www.diariolalibertad.com,https://tinyurl.com/4najdyte,Colombia,SA,ES,Incidente,Media,Media,Medio,"TUSI, Cocaina, Marihuana, Allanamiento, Dosificación y Distribución, Playa Los Cocos",Alucinogeno,TUSI,"0,005",KG,Policia Nacional,Santa Marta,America,America del Sur,Colombia,Magdalena,Santa Marta,CO,ISO 3166-2:CO,"4.068636, -72.886324","11.231693, -74.189435","11.241615, -74.213133",24/05/2025,24,4,2,Mayo,T2,2025
A0000243,A243,24/05/2025,"Detienen a un hombre con porciones de marihuana, y municiones restringidas en Valentin Gentil",,www.votunews.com.br,https://tinyurl.com/3up7ad53,Brasil,SA,ES,Incidente,Alta,Media,Medio,"ICE, Marihuana, Cocaina, Replica Arma de Fuego",Estimulante sintetico,Metanfetaminas,1,Porcion,Policia Civil,Valentim Gentil,America,America del Sur,Brasil,San Pablo,Valentim Gentil,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-20.419819, -50.083804",24/05/2025,24,4,2,Mayo,T2,2025
A0000244,A244,25/05/2025,Detienen a hombre por tráfico de drogas en posesión de éxtasis y cocaína,,www.ppnewsfb.com.br,https://tinyurl.com/2ruju73u,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Cocaina, Control Vehicular",Alucinogeno,TUSI,8,Pastillas,Policia Militar,Francisco Beltrão,America,America del Sur,Brasil,Parana,Francisco Beltrao,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-25.429297, -49.277458","-26.079099, -53.053128",25/05/2025,25,4,2,Mayo,T2,2025
A0000245,A245,25/05/2025,"ROMU incauta pastillas de marihuana, cocaína y éxtasis durante abordaje en Vila Guarani; Un niño fue arrestado",,www.ilhadomelfm.com.br,https://tinyurl.com/59he8k8f,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Cocaina, ",Estimulante y empatogeno,MDMA,13,Pastillas,ROMU,Vila Guarani,America,America del Sur,Brasil,Parana,Vila Guarani,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-25.429297, -49.277458","-25.516766, -48.542758",25/05/2025,25,4,2,Mayo,T2,2025
A0000246,A246,25/05/2025,Un joven detenido en São Pedro do Sul escondía drogas entre bolsas de basura en el techo de un almacén.,"Policía Civil incautó éxtasis, cocaína y marihuana",www.paralelo29.com.br,https://tinyurl.com/ywf8jxkd,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Cocaina, Bolsas de basura en techo vivienda",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Civil,Barrio de Santo Antonio,America,America del Sur,Brasil,Rio Grande do Sul,San Pedro do Sul,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.470841, -53.254855","-29.633094, -54.176737",25/05/2025,25,4,2,Mayo,T2,2025
A0000247,A247,26/05/2025,"Ketamina, éxtasis y marihuana en una fiesta electrónica",,www.canalc.com.ar,https://tinyurl.com/mrx8axmd,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, ketamina, Marihuana, Fiesta Electronica, División K9",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Fuerza Policial Antinarcotráfico,Malagueño,America,America del Sur,Argentina,Cordoba,Malagueño,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.460492, -64.355043",26/05/2025,26,4,2,Mayo,T2,2025
,A247,26/05/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,"0,00",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-31.460492, -64.355043",26/05/2025,26,4,2,Mayo,T2,2025
A0000248,A248,26/05/2025,Rondesp Recôncavo detiene a narcotraficantes e incauta drogas en Valença tras intercambio de disparos,,vozdabahia.com.br,https://tinyurl.com/3t543kcf,Brasil,SA,ES,Incidente,Alta,Media,Medio,"Droga sintetica, Marihuana, Cocaina, Skunk, Enfrentamiento Armado",Sin Especificar,Sin Especificar,"0,00",Sin datos,RONDESP,Valenca,America,America del Sur,Brasil,Bahia,Valenca,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-12.711120, -41.171452","-13.371174, -39.073204",26/05/2025,26,4,2,Mayo,T2,2025
A0000249,A249,27/05/2025,Británico llegó a Pudahuel con 5 kilos de metanfetamina en su maleta,,www.cooperativa.cl,https://tinyurl.com/y63u73ra,Chile,SA,ES,Incidente,Alta,Media,Medio,"Metanfetamina, Escaneo, Equipaje Bodega Avion, Mexico, Nacionalidad Britanica, Aeropuerto Arturo Merino Benítez",Estimulante sintetico,Metanfetaminas,5,KG,Brigada Antinarcóticos,Padahuel,America,America del Sur,Chile,Santiago de Chile,Pudahuel,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.451113, -70.662930","-33.389619, -70.797268",27/05/2025,27,5,2,Mayo,T2,2025
A0000250,A250,27/05/2025,Detuvieron a un hombre en Mendoza cuando intentaba retirar 500 ampollas de fentanilo en la terminal,"Dos individuos, uno chileno y otro mendocino, fueron arrestados cuando intentaban retirar una encomienda con 500 ampollas de fentanilo",www.jornadaonline.com,https://tinyurl.com/mrrhkj4z,Argentina,SA,ES,Incidente,Alta,Media,Medio,"Fentanilo, Termminal de Omnibus, Ciudadano Chileno, Formosa, Entrega Vigilada",Opioide Sintetico,Fentanilo,580,Ampollas,Gendarmeria Nacional Argentina,Mendoza,America,America del Sur,Argentina,Mendoza,Mendoza,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-33.146592, -68.484568","-33.146592, -68.484568",27/05/2025,27,5,2,Mayo,T2,2025
A0000251,A251,27/05/2025,Acción Integral incauta 3.000 pastillas de éxtasis,"Todo el material incautado, así como la mujer detenida durante el operativo, fueron remitidos a la Policía Civil de Aparecida de Goiânia",www.agenciacoradenoticias.go.gov.br,https://tinyurl.com/rbf4n5e2,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Armas de Fuego, Fiestas y Bares",Estimulante y empatogeno,MDMA,3.000,Pastillas,Comando de Operaciones de Frontera,Goinia,America,America del Sur,Brasil,Goias,Goinia,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-16.861615, -50.107909","-16.690438, -49.284361",27/05/2025,27,5,2,Mayo,T2,2025
A0000252,A252,27/05/2025,El Servicio de Impuestos Federales incauta dos paquetes con más de medio kilo de éxtasis,"El contenido, valorado en más de R$ 70 mil, fue incautado este martes (27)",www.band.com.br,https://tinyurl.com/57xcjce4,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Empresa de Transporte, Caja Refrigerada, Can Detector",Estimulante y empatogeno,MDMA,"0,5",KG,Servicio de Impuestos Federales,Rio de Janeiro,America,America del Sur,Brasil,Rio de Janeiro,Rio de Janeiro,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-22.945398, -43.205315","-22.945398, -43.205315",27/05/2025,27,5,2,Mayo,T2,2025
A0000253,A253,27/05/2025,PMDF incauta drogas en Samambaia,,portal.pm.df.gov.br,https://tinyurl.com/3z573633,Brasil,SA,ES,Incidente,Media,Media,Medio,"DROGAS SINTETICAS, Marihuana, Skunk, Cocaina",Sin Especificar,Sin Especificar,"0,00",Sin datos,GTOP 35,Samambaia,America,America del Sur,Brasil,Brasilia,Samambaia,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-15.801741, -47.912089","-15.888998, -48.131835",27/05/2025,27,5,2,Mayo,T2,2025
A0000254,A254,27/05/2025,"PDI desbarata foco de microtráfico en Traiguén con ketamina, cocaína y clonazepam",,www.temucotelevision.cl/web,https://tinyurl.com/475evywx,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Cocaina, Pasta Base, Clonazepan, Allanamiento Vivienda",Anestesico disociativo,Ketamina,"0,00",Sin datos,Policia de Investigaciones,Traiguen,America,America del Sur,Chile,Malleco,Traiguen,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-38.129843, -72.605769","-38.250152, -72.671917",27/05/2025,27,5,2,Mayo,T2,2025
A0000255,A255,28/05/2025,Detienen en Chile a 29 personas vinculadas a banda criminal transnacional Tren de Aragua,,www.swissinfo.ch,https://tinyurl.com/4ddedms8,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Clorhidrato de Cocaina, Pasta Base, Cannabis, Armas de Fuego, Equipos Electronicos, Tren de Aragua, ""Loyalty""",Anestesico disociativo,Ketamina,"0,00",Sin datos,Policia de Investigaciones,Santiago ,America,America del Sur,Chile,Santiago ,Santiago ,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.456226, -70.666206","-33.456226, -70.666206",28/05/2025,28,5,2,Mayo,T2,2025
A0000256,A256,28/05/2025,Operativo policial decomisó 407 gramos de droga en Riobamba,"Durante un operativo policial se decomisó 407 gramos de droga en Riobamba. Había de todo: marihuana, clorhidrato de cocaína y LSD",www.laprensa.com.ec,https://tinyurl.com/37tbrxt8,Ecuador,SA,ES,Incidente,Media,Media,Medio,"LSD, Marihuana, Cocaina, Microtrafico",Alucinogeno,LSD,"0,004",KG,Policia Nacional,Riobamba,America,America del Sur,Ecuador,Chimborazo,Riobamba,EC,ISO 3166-2:EC,"-1.661838, -78.627508","-1.587241, -78.786819","-1.666767, -78.660766",28/05/2025,28,5,2,Mayo,T2,2025
A0000257,A257,28/05/2025,En máquina purificadora de aceite Aduanas descubre éxtasis granulado en encomienda proveniente de Europa,,www.adprensa.cl,https://tinyurl.com/px8b335j,Chile,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Encomienda Paises Bajos, Maquina Purificadora de Aceite, Escaner",Estimulante y empatogeno,MDMA,"9,35",KG,Policia de Investigaciones,Padahuel,America,America del Sur,Chile,Santiago de Chile,Pudahuel,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.451113, -70.662930","-33.389619, -70.797268",28/05/2025,28,5,2,Mayo,T2,2025
A0000258,A258,28/05/2025,"El primer ministro incauta 20 frascos de marihuana, hachís y éxtasis en São Lourenço",Se recogieron más de 160 pastillas de éxtasis y marihuana de distintas cantidades y tipos,www.terradomandu.com.br,https://tinyurl.com/mrrcrkfj,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Militar,San Lorenzo,America,America del Sur,Brasil,Minas Gerais,San Lorenzo,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-22.118715, -45.055391",28/05/2025,28,5,2,Mayo,T2,2025
A0000259,A259,28/05/2025,"Detienen a hombre por tráfico de cocaína, marihuana y éxtasis",La policía también incautó un vehículo utilizado para la distribución de drogas.,www.sulagora.com.br,https://tinyurl.com/59sup5nx,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, MD, Hachis, Marihuana",Estimulante y empatogeno,MDMA,100,Pastillas,Policia Militar,Braço do Norte,America,America del Sur,Brasil,Santa Catarina,Braço do Norte,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-27.288495, -49.577541","-28.278000, -49.157421",28/05/2025,28,5,2,Mayo,T2,2025
A0000260,A260,28/05/2025,"Perro policía lo delató: llevaba tusi, marihuana y bazuco en su equipaje",Durante operativos de la Policía del Tolima se logró la captura de un sujeto que portaba una gran cantidad de sustancias,www.ecosdelcombeima.com,https://tinyurl.com/5n8v9y8d,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Marihuana, Bazuco, Can Detector, Terminal de Transporte",Alucinogeno,TUSI,"0,006",KG,Policia Nacional de Colombia,El Espinal,America,America del Sur,Colombia,Tolima,El Espinal,CO,ISO 3166-2:CO,"4.068636, -72.886324","4.327619, -75.208627","4.150344, -74.884725",28/05/2025,28,5,2,Mayo,T2,2025
A0000261,A261,28/05/2025,La Policía Nacional captura a 'Nicolás' en Neiva por tráfico de estupefacientes,"La acción preventiva se llevó a cabo en el barrio San Jorge, donde se incautaron dosis de tusi, droga de alto valor comercial.",www.policia.gov.co,https://tinyurl.com/2wfpvm88,Colombia,SA,ES,Incidente,Alta,Media,Medio,TUSI,Alucinogeno,TUSI,6,Dosis,Policia Nacional de Colombia,Neiva,America,America del Sur,Colombia,Huila,Neiva,CO,ISO 3166-2:CO,"4.068636, -72.886324","2.522712, -75.578320","2.933555, -75.286129",28/05/2025,28,5,2,Mayo,T2,2025
A0000262,A262,31/05/2025,Capturaron a sujeto cargado de tusi en Ibagué,"Su detención se materializó en el barrio El Salado, luego de que los uniformados lo abordaran para un registro personal",www.ondasdeibague.com,https://tinyurl.com/ms8y4cnx,Colombia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Flagrancia",Alucinogeno,TUSI,18,Dosis,Policia Nacional de Colombia,El Salado,America,America del Sur,Colombia,Tolima,Ibague,CO,ISO 3166-2:CO,"4.068636, -72.886327","4.190631, -75.280520","4.450426, -75.145038",31/05/2025,31,5,2,Mayo,T2,2025
A0000263,A263,31/05/2025,"Policia Militar incauta drogas durante operativo en el barrio Beldevere, en divinopolis",,www.g37.com.br,https://tinyurl.com/27hvzt49,Brasil,SA,ES,Incidente,Alta,Media,Medio,"TUSI, LSD, Marihuana, Denuncia Anonima",Alucinogeno,TUSI,12,Pastillas,Policia Militar,Beldevere,America,America del Sur,Brasil,Minas Gerais,Divinopolis,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-20.172203, -44.915586",31/05/2025,31,5,2,Mayo,T2,2025
,A263,31/05/2025,,,,,,,,,,,,,Alucinogeno,LSD,2,Puntas,,,,,,,,,,,,,31/05/2025,31,5,2,Mayo,T2,2025
A0000264,A264,31/05/2025,La Policía Civil arresta a un hombre que recibió una orden de éxtasis,Los agentes incautaron drogas e incluso dos máquinas de sellado al vacío,www.gazetaderiopreto.com.br,https://tinyurl.com/ys2xpy4d,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Hachis, Flagrancia, Vigilancia",Estimulante y empatogeno,MDMA,100,Pastillas,Departamento Estatal de Investigaciones Criminales,Buritama,America,America del Sur,Brasil,San Pablo,Buritama,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-21.065551, -50.144907",31/05/2025,31,5,2,Mayo,T2,2025
A0000265,A265,1/06/2025,"Así funcionaba laboratorio clandestino de drogas sintéticas que fue desmantelado en Ciudad Bolívar, sur de Bogotá","Cinco personas fueron capturadas, entre ellas una mujer. El laboratorio funcionaba en un apartamento.",www.eltiempo.com,https://tinyurl.com/382p6vz2,Colombia,SA,ES,Incidente,Alta,Media,Medio,"LSD, Ketamina, Marihuana, Cocaina, Laboratorio Clandestino, Departamento",Anestesico disociativo,Ketamina,30,Frascos,Policia Nacional de Colombia,Ciudad Bolivar,America,America del Sur,Colombia,Bogota,Bogota,CO,ISO 3166-2:CO,"4.068636, -72.886327","4.661261, -74.096815","4.566713, -74.154260",1/06/2025,1,1,1,Junio,T2,2025
,A265,1/06/2025,,,,,,,,,,,,,Alucinogeno,LSD,15,Unidades,,,,,,,,,,"4.068636, -72.886327","4.661261, -74.096815","4.566713, -74.154260",1/06/2025,1,1,1,Junio,T2,2025
A0000266,A266,2/06/2025,"Con pastillas de éxtasis, ketamina, marihuana y pasta base: tres detenidos en La Plata","Tres dealers fueron detenidos cerca de la Plaza Belgrano de La Plata con pastillas de éxtasis, ketamina, marihuana y pasta base",www.infocielo.com,https://tinyurl.com/yc3fvchz,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Ketamina, Marihuana, Pasta Base, Dealers, Distribucion",Estimulante y empatogeno,MDMA,17,Pastillas,Comisaria La Plata 9na,La Plata,America,America del Sur,Argentina,Provincia de Buenos Aires,La Plata,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-34.917980, -57.959689",2/06/2025,2,1,1,Junio,T2,2025
,A266,2/06/2025,,,,,,,,,,,,,Anestesico disociativo,Ketamina,"0,0009",KG,,,,,,,,,,,,,2/06/2025,2,1,1,Junio,T2,2025
A0000267,A267,2/06/2025,"En 27 allanamientos detienen a 11 miembros de banda de narcotráfico: secuestran cocaína, marihuana, éxtasis y más de U$S 110.000",,www.ahoramardelplata.com.ar,https://tinyurl.com/2s4aey7h,Argentina,SA,ES,Incidente,Alta,Media,Medio,"MDMA, TUSI, Marihuana, Cocaina, Armas de Fuego, Allanamiento, Organizacion Criminal, Venta, Distribucion",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Federal Argentina,Mar del Plata,America,America del Sur,Argentina,Buenos Aires,Mar del Plata,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-38.015021, -57.549967",2/06/2025,2,1,1,Junio,T2,2025
,A267,2/06/2025,,,,,,,,,,,,,Alucinogeno,TUSI,"0,00",Sin datos,,,,,,,,,,,,,2/06/2025,2,1,1,Junio,T2,2025
,A267,2/06/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,00",Sin datos,,,,,,,,,,,,,2/06/2025,2,1,1,Junio,T2,2025
A0000268,A268,2/06/2025,"Detienen a hombre con marihuana, cocaina, crack, y extasis en Nova Cidade",,www.barbacenaonline.com.br,https://tinyurl.com/2rx7cert,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Pasta Base, Crack, Control Policial",Estimulante y empatogeno,MDMA,9,Pastillas,Policia Militar,Nova Cidade,America,America del Sur,Brasil,Minas Gerais,Barbacena,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-21.229930, -43.744716",2/06/2025,2,1,1,Junio,T2,2025
A0000269,A269,2/06/2025,"Cuatro detenidos con marihuana, cocaína, crack y éxtasis en Betim",Entre los detenidos se encontraba un hermano del hombre que estaba en primera línea del narcotráfico en Vila Bemge.,www.otempobetim.com.br,https://tinyurl.com/2e39xrae,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Cocaina, Crack, Denuncia Anonima",Estimulante y empatogeno,MDMA,17,Pastillas,Policia Militar,Vila Bemge,America,America del Sur,Brasil,Minas Gerais,Betim,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-19.954533, -44.109141",2/06/2025,2,1,1,Junio,T2,2025
A0000270,A270,3/06/2025,"Operativo “Mala Junta”: siete miembros de la banda narco a prisión y una mujer imputada, en libertad",La Justicia Federal de Rawson dictó prisión preventiva para los siete narcotraficantes arrestados la semana pasada durante el gran operativo “Mala Junta”.,www.diariocronica.com.ar,https://tinyurl.com/mprf9h2p,Argentina,SA,ES,Incidente,Media,Media,Medio,"LSD, Marihuana, Cocaina, Armas de Fuego, Megaoperativo “Mala Junta”",Alucinogeno,LSD,16,Dosis,Policia de Trelew,Trelew,America,America del Sur,Argentina,Chubut,Trelew,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-43.959059, -68.694115","-43.251868, -65.308285",3/06/2025,3,1,1,Junio,T2,2025
A0000271,A271,3/06/2025,Arrestan a hombre por tráfico de drogas tras ser sorprendido con éxtasis y marihuana,,www.jmais.com.br,https://tinyurl.com/37nramad,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Marihuana, Arma de Fuego, Control Policial",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Sin Datos,Vila Nova,America,America del Sur,Brasil,Río Grande del Sur,Vila Nova,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-30.343064, -53.884295",3/06/2025,3,1,1,Junio,T2,2025
A0000272,A272,3/06/2025,De Cancún a la cárcel: así es el caso del narcobuelo británico detenido en Chile con metanfetaminas,,www.apnews.com,https://tinyurl.com/vb893caf,Chile,SA,ES,Incidente,Alta,Media,Medio,"Metanfetamina, Nacionalidad Britanica, Geronte, Aeropuerto Internacional, Flagrancia,  Rayos X, Procedencia Mexico",Estimulante sintetico,Metanfetaminas,"5,1",KG,Aduana Metropolitana,Santiago,America,America del Sur,Chile,Santiago ,Santiago ,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.456226, -70.666206","-33.456226, -70.666206",3/06/2025,3,1,1,Junio,T2,2025
A0000273,A273,3/06/2025,Dos hombres son detenidos tras entregar droga sintética por correo en Unaí,"Según la Policía Civil, en el paquete se encontraron drogas como éxtasis y LSD.",www.g1.globo.com,https://tinyurl.com/yfru46cj,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, LSD, Correspondencia, Inteligencia Correo",Alucinogeno,LSD,25,Sobres,Policia Civil,Unai,America,America del Sur,Brasil,Minas Gerais,Unai,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-18.484512, -44.490282","-16.356176, -46.895032",3/06/2025,3,1,1,Junio,T2,2025
